region_index,region,country,iso3,mu_j,mu_i,sigma_i,sd,region_intercept,nation_intercept
17,Western Asia,United Arab Emirates,ARE,6.704353204585401,6.717567973758311,0.06773527186095378,-0.19509435497707903,173.49751222034683,171.21986508027467
5,Southern Asia,Afghanistan,AFG,6.794506462729933,6.739095422224137,0.050464551901321715,1.0980190731534905,177.2729630815783,187.3730874816322
15,Southern Europe,Albania,ALB,6.787945041106797,6.745365609600302,0.11519031051465242,0.3696442115335584,178.38798983704365,186.14767826348958
17,Western Asia,Armenia,ARM,6.655788775101861,6.717567973758311,0.06773527186095378,-0.9120683649616059,173.49751222034683,163.1033521003978
4,Middle Africa,Angola,AGO,6.811573003704426,6.746725405751689,0.055998762398849586,1.1580184128153093,178.63072613761875,190.59834163902292
6,South America,Argentina,ARG,6.714556590189254,6.747978005804653,0.05162300523101379,-0.6474132117228997,178.85461918958993,172.97583054881724
10,Western Europe,Austria,AUT,6.630121607580065,6.737418502405605,0.09773610553734269,-1.0978224908352223,176.97593964834172,158.97022083260714
14,Australia and New Zealand,Australia,AUS,6.735689550564436,6.746864067820146,0.04235985854409894,-0.2637996829965199,178.6554971609561,176.67022113409445
15,Southern Europe,Bosnia & Herzegovina,BIH,6.615763514353835,6.745365609600302,0.11519031051465242,-1.1251128212731165,178.38798983704365,156.70401967765213
5,Southern Asia,Bangladesh,BGD,6.702656711459165,6.739095422224137,0.050464551901321715,-0.7220654774905128,177.2729630815783,170.9296380098141
10,Western Europe,Belgium,BEL,6.607502662931567,6.737418502405605,0.09773610553734269,-1.3292512399565632,176.97593964834172,155.4148432326448
13,Eastern Europe,Bulgaria,BGR,6.769736013361882,6.723656960918941,0.06736254838005434,0.6840455646506545,174.55715915902692,182.78878393353176
12,Western Africa,Benin,BEN,6.750690625321578,6.749277544028816,0.02633755750360897,0.053652708402005575,179.08719869404143,179.34044234908515
7,South-eastern Asia,Brunei,BRN,6.743411596158229,6.751991149626514,0.04725694243647647,-0.1815511758895174,179.57383068392372,178.03975764299238
6,South America,Bolivia,BOL,6.708301668737342,6.747978005804653,0.05162300523101379,-0.768578599594478,178.85461918958993,171.89725702849069
6,South America,Brazil,BRA,6.757984482555839,6.747978005804653,0.05162300523101379,0.19383754793831864,178.85461918958993,180.65330803895876
9,Caribbean,Bahamas,BHS,6.752215670369104,6.733493510063511,0.024017957965486534,0.7795067479298877,176.28267186587058,179.61415326019656
13,Eastern Europe,Belarus,BLR,6.667776142746229,6.723656960918941,0.06736254838005434,-0.8295532089646707,174.55715915902692,165.07029764210455
19,Central America,Belize,BLZ,6.753232240972498,6.757910109081907,0.026263158958909474,-0.1781152113775855,180.63987272448423,179.79683656786216
2,Northern America,Canada,CAN,6.757658555407243,6.743901478026309,0.04183980204843153,0.3288035962744092,178.12699745891652,180.5944378156083
4,Middle Africa,Congo - Kinshasa,COD,6.688061277386313,6.746725405751689,0.055998762398849586,-1.0475968727226848,178.63072613761875,168.4529637811787
4,Middle Africa,Congo - Brazzaville,COG,6.747889707085117,6.746725405751689,0.055998762398849586,0.020791554733583108,178.63072613761875,178.83882725294671
6,South America,Chile,CHL,6.787874711870234,6.747978005804653,0.05162300523101379,0.7728474134166211,178.85461918958993,186.13458709974063
4,Middle Africa,Cameroon,CMR,6.765520216367522,6.746725405751689,0.055998762398849586,0.33562903554845336,178.63072613761875,182.01980559482357
20,Eastern Asia,China,CHN,6.815017250915188,6.788593708572408,0.061723296286815166,0.4280967468100738,186.26846537727846,191.25594126334187
6,South America,Colombia,COL,6.75403375559641,6.747978005804653,0.05162300523101379,0.11730719210665697,178.85461918958993,179.94100413019117
19,Central America,Costa Rica,CRI,6.745349697149569,6.757910109081907,0.026263158958909474,-0.47825213836573627,180.63987272448423,178.38515126952834
9,Caribbean,Cuba,CUB,6.731881150358096,6.733493510063511,0.024017957965486534,-0.06713142340125045,176.28267186587058,175.99866980725577
17,Western Asia,Cyprus,CYP,6.6680917455175575,6.717567973758311,0.06773527186095378,-0.7304352205497597,173.49751222034683,165.12240250729184
10,Western Europe,Germany,DEU,6.736330883577417,6.737418502405605,0.09773610553734269,-0.011128117108905166,176.97593964834172,176.78356192002752
18,Eastern Africa,Djibouti,DJI,6.6650385526643845,6.754615218877177,0.1832993374718527,-0.4886906163888776,180.04566364167988,164.61902081978624
0,Northern Europe,Denmark,DNK,6.703566688714765,6.712370677257422,0.059190436543668616,-0.14874005087226697,172.59813340085935,171.08525088406108
9,Caribbean,Dominican Republic,DOM,6.719235959367198,6.733493510063511,0.024017957965486534,-0.593620436708241,176.28267186587058,173.78714505846023
1,Northern Africa,Algeria,DZA,6.885815289391195,6.771982219906091,0.08198627437906773,1.3884405694395932,183.19982676693797,205.2873235484262
6,South America,Ecuador,ECU,6.760019283517371,6.747978005804653,0.05162300523101379,0.23325410170976396,178.85461918958993,181.02127580748333
0,Northern Europe,Estonia,EST,6.690875651655109,6.712370677257422,0.059190436543668616,-0.36315031375811374,172.59813340085935,168.92772122714902
1,Northern Africa,Egypt,EGY,6.796605692345933,6.771982219906091,0.08198627437906773,0.3003365212815268,183.19982676693797,187.76683975973904
18,Eastern Africa,Eritrea,ERI,6.566340975618763,6.754615218877177,0.1832993374718527,-1.0271408825322426,180.04566364167988,149.14757654042927
15,Southern Europe,Spain,ESP,6.79303141506482,6.745365609600302,0.11519031051465242,0.41380047724113406,178.38798983704365,187.09690698621023
18,Eastern Africa,Ethiopia,ETH,6.686026941759744,6.754615218877177,0.1832993374718527,-0.3741872614676824,180.04566364167988,168.11062225240732
0,Northern Europe,Finland,FIN,6.684421579815246,6.712370677257422,0.059190436543668616,-0.4721894122466187,172.59813340085935,167.8409603673556
11,Melanesia,Fiji,FJI,6.742970486123704,6.749491885186412,0.028450945703369646,-0.2292155463196451,179.12558856563794,177.96123983812063
10,Western Europe,France,FRA,6.828623118630864,6.737418502405605,0.09773610553734269,0.9331721959231484,176.97593964834172,193.87592747546756
4,Middle Africa,Gabon,GAB,6.752371555060224,6.746725405751689,0.055998762398849586,0.10082632305907713,178.63072613761875,179.64215453942694
0,Northern Europe,United Kingdom,GBR,6.689305535806989,6.712370677257422,0.059190436543668616,-0.3896768261443036,172.59813340085935,168.66269325162284
17,Western Asia,Georgia,GEO,6.813960001640597,6.717567973758311,0.06773527186095378,1.4230699196152652,173.49751222034683,191.05384291117304
12,Western Africa,Ghana,GHA,6.744786938465265,6.749277544028816,0.02633755750360897,-0.17050197471559872,179.08719869404143,178.28479171825364
12,Western Africa,Gambia,GMB,6.756156787277655,6.749277544028816,0.02633755750360897,0.2611951866795821,179.08719869404143,180.32343039060663
12,Western Africa,Guinea,GIN,6.763265094308571,6.749277544028816,0.02633755750360897,0.5310876028590962,179.08719869404143,181.60979120607035
4,Middle Africa,Equatorial Guinea,GNQ,6.74140324378943,6.746725405751689,0.055998762398849586,-0.09504070687048871,178.63072613761875,177.68254989357038
15,Southern Europe,Greece,GRC,6.765585337015451,6.745365609600302,0.11519031051465242,0.17553323126580653,178.38798983704365,182.03165922845383
19,Central America,Guatemala,GTM,6.757497384041876,6.757910109081907,0.026263158958909474,-0.015714980847363943,180.63987272448423,180.56533350894136
12,Western Africa,Guinea-Bissau,GNB,6.745520199998653,6.749277544028816,0.02633755750360897,-0.14266106603271594,179.08719869404143,178.41556903913857
6,South America,Guyana,GUY,6.757466989293341,6.747978005804653,0.05162300523101379,0.18381307803033778,178.85461918958993,180.55984535444117
19,Central America,Honduras,HND,6.758882085160989,6.757910109081907,0.026263158958909474,0.03700910772397964,180.63987272448423,180.81553571598414
15,Southern Europe,Croatia,HRV,6.9220620938102355,6.745365609600302,0.11519031051465242,1.5339526685923561,178.38798983704365,212.8648336660342
9,Caribbean,Haiti,HTI,6.729159416446295,6.733493510063511,0.024017957965486534,-0.18045221094330352,176.28267186587058,175.52029955278883
7,South-eastern Asia,Indonesia,IDN,6.749227374653522,6.751991149626514,0.04725694243647647,-0.058483998974487285,179.57383068392372,179.07821422653421
0,Northern Europe,Ireland,IRL,6.721923999258095,6.712370677257422,0.059190436543668616,0.1613997557464456,172.59813340085935,174.25492025443444
17,Western Asia,Israel,ISR,6.743670477243901,6.717567973758311,0.06773527186095378,0.3853605775610215,173.49751222034683,178.0858547353191
5,Southern Asia,India,IND,6.729539375994168,6.739095422224137,0.050464551901321715,-0.18936155915255046,177.2729630815783,175.58700283792194
17,Western Asia,Iraq,IRQ,6.657513219219723,6.717567973758311,0.06773527186095378,-0.8866097808224325,173.49751222034683,163.3848573668218
5,Southern Asia,Iran,IRN,6.723389266254285,6.739095422224137,0.050464551901321715,-0.31123145610335956,177.2729630815783,174.5104373927054
0,Northern Europe,Iceland,ISL,6.658528970962453,6.712370677257422,0.059190436543668616,-0.909635228914827,172.59813340085935,163.5509001352673
15,Southern Europe,Italy,ITA,6.894687615244898,6.745365609600302,0.11519031051465242,1.2963069981967068,178.38798983704365,207.11680344638845
