"","country_name_en","iso3c","iso3n","X1","iso2c","fish_supply_daily_g_protein_percap","percent_animal_protein_fish","total_renewable_water","eez_total","ifa_total","pp_eez_weighted","mean_educ","fish_relative_caloric_price","mean_gdp","mean_educ_gender_gap","mean_women_educ","mean_men_educ","mean_wage_gap_all_sectors","mean_wage_gap_fishing_sector","inland_water_min","inland_water_max","direct_w_esitimated_ssf","indirect_w_esitimated_ssf","mean_population","mean_pov_prop","mean_prod_carps_etc","mean_prod_misc_freshwater_fishes","mean_prod_salmons_etc","mean_prod_clams_etc","mean_prod_cod_etc","mean_prod_corals","mean_prod_crabs_etc","mean_prod_flounders_etc","mean_prod_freshwater_crustacea","mean_prod_herrings_etc","mean_prod_lobsters_etc","mean_prod_marine_fishes_noID","mean_prod_misc_coastal_fishes","mean_prod_misc_demersal_fishes","mean_prod_misc_pelagic_fishes","mean_prod_mussels","mean_prod_river_eels","mean_prod_sea_urchins_etc","mean_prod_shads","mean_prod_sharks_etc","mean_prod_shrimps_etc","mean_prod_squids_etc","mean_prod_tunas_etc","mean_prod_misc_marine_crustacea","mean_prod_misc_marine_molluscs","mean_prod_oysters","mean_prod_tilapias_etc","mean_prod_abalones_etc","mean_prod_brown_seaweeds","mean_prod_frogs_etc","mean_prod_green_seaweeds","mean_prod_king_crabs_etc","mean_prod_krill_etc","mean_prod_misc_plants","mean_prod_scallops_etc","mean_prod_sturgeons_etc","mean_prod_misc_aqua_inverts","mean_prod_misc_diadromous_fishes","mean_prod_pearls_etc","mean_prod_tunicates","mean_prod_sponges","mean_prod_turtles","mean_prod_red_seaweeds","mean_prod_misc_aqua_mammals","mean_prod_freshwater_molluscs","mean_pro_horeshoe_crabs_etc","mean_aquaculture_production_freshwater","mean_capture_production","mean_aquaculture_production_marine","mean_aquaculture_production_brackish","mean_total_production","mean.prop.ageing","mean.prop.underfive","mean.prop.working","age.dep.ratio","sat_model_est_pov","mean_voice_account","mean_women_parl_perc","female_particip_ssf","count_femal_particip_ssf","mean_imports_tonnes","mean_exports_tonnes","mean_imports_USD1000","mean_exports_USD1000","nb_languages_established","language_diversity","prop_pop_l1_inst","cultural_hegmony_0_low"
"1","Andorra","AND",20,1,"AD",NA,NA,0.3156,NA,NA,NA,0.48033355,NA,NA,0.992214608037096,47.8459775,48.2214,NA,NA,NA,NA,NA,NA,81629.0909090909,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1.2673225402832,0.386363636363636,NA,NA,2491.36363636364,2.2,20349.7272727273,8.125,4,0.671,0.4137376983,0.63
"2","United Arab Emirates","ARE",784,2,"AE",6.48,12.1743486973948,0.15,56826,54706,1076.45024179073,0.5307051,5.71,73201.1023140031,NA,0,0,0.701095007750197,NA,0,0,22,30,8195472.45454545,NA,NA,0,NA,NA,NA,NA,574.818181818182,NA,NA,6698.72727272727,NA,5480.81818181818,39389.7272727273,NA,13142.3636363636,NA,NA,NA,39,1083.90909090909,204.454545454545,291.090909090909,12703.3636363636,NA,NA,0,47.7181818181818,NA,NA,NA,NA,NA,NA,NA,NA,9.72727272727273,NA,73.0909090909091,NA,NA,NA,NA,NA,NA,NA,NA,57.4454545454545,78938.5454545455,742.818181818182,NA,79738.8090909091,0.00961120787113757,0.0522352462867624,0.849941178169029,0.176552008168651,0.0109099488849853,-1.00007912245664,0.190909090909091,0.03,71,164852.727272727,27679.0909090909,455692.818181818,85624.1818181818,7,0.707,0.3294702006,1
"3","Afghanistan","AFG",4,3,"AF",0.0633333333333333,0.556531927357938,65.33,NA,NA,NA,NA,NA,1702.2547946205,NA,NA,NA,NA,NA,16.85,21.47,NA,NA,30504734.9090909,0.421666666666667,2881.81818181818,1286.36363636364,140.909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3022.72727272727,1286.36363636364,NA,NA,4309.09090909091,0.0248528601673378,0.162565137350802,0.525554477980322,0.902752315693221,0.591019481641442,-1.18839835578745,0.276332980305897,NA,NA,9,NA,9,NA,42,0.79,0.7929526928,0
"4","Antigua & Barbuda","ATG",28,4,"AG",13.6466666666667,20.6350806451613,0.052,107939,3764,261.21,NA,14.18,21273.4828240836,NA,NA,NA,NA,NA,NA,NA,6.9,4.5,88975.8181818182,NA,NA,0,NA,NA,NA,NA,0.545454545454545,NA,NA,NA,208.909090909091,118.909090909091,1350.45454545455,4.81818181818182,91.5454545454545,NA,NA,NA,NA,41,NA,NA,28,NA,NA,NA,9.66666666666667,1534.45454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.66666666666667,3378.63636363636,NA,NA,3383.90909090909,0.0828320580140917,0.0772463391661864,0.687956191300482,0.453580929491519,NA,0.585727426138791,0.106858054226475,0.1,600,1701.27272727273,80.4545454545455,6553.27272727273,451.272727272727,2,0.515,0.4817518248,0.51
"5","Anguilla","AIA",660,5,"AI",NA,NA,NA,NA,NA,NA,NA,5.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,184.545454545455,411.636363636364,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,760.909090909091,NA,NA,760.909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.141,0.07630522088,0.92
"6","Albania","ALB",8,6,"AL",1.49333333333333,2.40575663194072,30.2,11105,6090,505.05,0.431016366666667,10.62,9704.42476830893,0.849640095763844,39.4436266666667,46.4239233333333,0.90842290348251,NA,2.4,5.45,6,13,2917910.36363636,0.1335,1422.45454545455,204.181818181818,467.363636363636,0.454545454545455,572.818181818182,1.13636363636364,9,107.818181818182,0,1072,188.272727272727,667.909090909091,2282.18181818182,74.6363636363636,201.454545454545,1156.81818181818,74.3636363636364,23,23.9090909090909,89.2727272727273,766.909090909091,292.454545454545,49.4545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472.272727272727,6743.68181818182,2502.81818181818,NA,9718.77272727273,0.126589541891102,0.0586422865844917,0.678878453960198,0.47301773118083,0.102658958019511,0.132094504311681,0.151948051948052,0.08,276,10839.1818181818,4319.36363636364,32554.2727272727,31625.5454545455,8,0.503,0.507786248,0
"7","Armenia","ARM",51,7,"AM",1.82666666666667,4.00409177261435,7.769,NA,NA,NA,0.9103753,8.6,8630.88927280381,1.00404905030805,91.205155,90.83735,0.633038796522867,0.823252614696664,1.31,1.76,NA,NA,2908764.27272727,0.311545454545455,2003,266.454545454545,4944.90909090909,NA,NA,NA,NA,NA,1921.18181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8393.81818181818,2336.36363636364,NA,NA,10730.1818181818,0.11224660730525,0.0708216103328444,0.686509545651198,0.456643984536931,0.121968248274391,-0.616637971590866,0.0936849410131855,NA,NA,4394,3019.90909090909,7457.72727272727,14287.8181818182,7,0.053,0.6190688096,0
"8","Angola","AGO",24,8,"AO",6.73333333333333,26.6842800528402,148.4,490684,45792,1366.52,0.1586354,2.38,6854.41236611884,0.618998582495965,12.2926,19.85885,0.748440945307956,NA,29.98,48.73,55,380,24330403.7272727,0.366,NA,16671.6363636364,NA,NA,5024.72727272727,NA,922.272727272727,6586.36363636364,NA,102410.909090909,619.545454545455,53812.5454545455,78786.3636363636,5060.36363636364,73437.1818181818,NA,NA,NA,9680.42857142857,3007.27272727273,1649.36363636364,1389.18181818182,5086.90909090909,11.125,NA,NA,321.545454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,328.636363636364,360625.909090909,NA,NA,360954.545454545,0.0227602867195962,0.184667787605667,0.508753169930469,0.96558971836317,0.380246835251663,-1.10596740787679,0.328512396694215,0.05,900,96686.3636363636,10739.5454545455,187701.090909091,49976.2727272727,41,0.748,0.7149421754,0
"9","Antarctica","ATA",10,9,"AQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","Argentina","ARG",32,10,"AR",1.89,2.75510204081633,876.2,1082467,198340,1190.95,0.52246957,NA,18410.4166719902,1.05017554116018,53.423753,50.87126,0.748683304915363,NA,97.73,250.48,24,29,41355918.5454545,0.303,301.405909090909,18721.93,1513.45909090909,122.272727272727,386090.454545455,NA,58.9090909090909,6660.54545454545,1.57818181818182,20969.9090909091,NA,1228.45454545455,73385.2727272727,21169.7272727273,20279.1818181818,111.239090909091,NA,NA,NA,34878.7272727273,89059.7272727273,150936.636363636,149.454545454545,0.727272727272727,11.7272727272727,56.9581818181818,34.2672727272727,157,0,14.8090909090909,0,2307,0,0,50162,49.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3017.615,875248.090909091,140.379090909091,NA,878406.085,0.107634512258762,0.0856958174719747,0.640090696266362,0.562278604942991,0.0943046156004506,0.387259832837365,0.375719844357977,0.24,2178,41736.9090909091,494878.090909091,143078.454545455,1378575.45454545,28,0.165,0.8956952884,0.09
"11","American Samoa","ASM",16,11,"AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56564.4545454545,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0.909090909090909,5.18181818181818,26.5454545454545,NA,10.8181818181818,NA,NA,NA,NA,5.45454545454545,NA,0.363636363636364,4471.27272727273,NA,0.0909090909090909,NA,19.0909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.0909090909091,4520.63636363636,NA,NA,4539.72727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.21,0.4267637085,0.96
"12","Austria","AUT",40,12,"AT",3.96,5.76475155279503,77.7,NA,NA,NA,0.76546853,5.28,44678.364131704,0.817384042286503,69.150108,84.599288,0.625136697220157,NA,0.72,1.13,NA,NA,8438139.18181818,NA,528.190909090909,575.445454545455,2065.5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2825.53636363636,346.363636363636,NA,NA,3171.9,0.186143197650815,0.0477146701824482,0.669694019854862,0.493219246928207,0.146818655810734,1.3931922045621,0.300546448087432,NA,NA,79746.5454545455,10545.5454545455,503585.545454545,64434,13,0.234,0.002357103503,0
"13","Australia","AUS",36,13,"AU",6.28333333333333,7.95862360143551,492,9031961,1173920,450.204692879431,0.718427681818182,5.24,41736.3964521363,0.936060601466513,69.4893454545455,74.2359472727273,NA,NA,124.4,239.6,90,76,22380214.1818182,NA,NA,1872.10327272727,36809.5537272727,622.545454545455,4136.18181818182,2.23141818181818,2301.81818181818,2.18181818181818,190.133363636364,37226,11916,18338.5527818182,27476.9090909091,10283.5454545455,5679.27272727273,3409.16090909091,107.736363636364,6.09090909090909,NA,7310.45454545455,28165.039,2851.63636363636,18816.0147272727,3779.95454545455,487.727272727273,12904.4398181818,NA,5069.96681818182,3184.90909090909,NA,NA,0,NA,NA,6875.63636363636,NA,109.727272727273,5028.14809090909,200,0.0909090909090909,1.95018181818182,NA,NA,NA,NA,NA,1145.78518181818,178562.545236364,64742.9220545455,7529.55072727273,251980.8032,0.148147432634251,0.0656097515644058,0.661145515836835,0.512526328994708,0.0747630268338282,1.4037681276148,0.260606060606061,0.13,4480,297919.181818182,52454.1818181818,1370478.09090909,990243.272727273,401,0.274,0.7202786518,0.15
"14","Aruba","ABW",533,14,"AW",NA,NA,NA,25199,1503,423.65,0.3172845,4.68,35468.7830118953,0.99724917398117,31.6885,31.77591,0.812765338055845,NA,NA,NA,NA,NA,102480.909090909,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8181818181818,56.6363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5454545454545,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,NA,0.4,152.181818181818,0.12342663167754,0.0587921269322914,0.686713650372253,0.456211041469644,NA,1.25163947994059,NA,NA,NA,2509.63636363636,9,18025.8181818182,73.8181818181818,4,0.429,0.402241594,0.89
"15","<U+00C5>land Islands","ALA",248,15,"AX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","Azerbaijan","AZE",31,16,"AZ",0.51,1.73410404624277,34.68,NA,NA,NA,0.87529705,7.1,14402.3192958635,0.917781076081882,83.946254,91.466534,0.507338403012356,0.881521844113518,2.26,3.26,NA,NA,9150793.09090909,0.104333333333333,783.272727272727,61.9090909090909,80.5454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.0090909090909,NA,NA,NA,NA,NA,1062.27272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.7272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,655.827272727273,1441.90909090909,NA,NA,2097.73636363636,0.0612546821742004,0.0829691895207232,0.707996810196465,0.412435742079834,0.114981467379557,-1.41375314105641,0.143926989907849,NA,NA,12216.7272727273,382.75,12320.9090909091,2174.22222222222,18,0.202,0.6026269213,0
"17","Bosnia & Herzegovina","BIH",70,17,"BA",1.54666666666667,4.27965320051651,37.5,14,14,390,0.49327302,3.03,10068.000721124,0.704523310432726,41.086668,58.318394,0.892083338542321,NA,0.86,1.78,NA,NA,3620943.18181818,0.176666666666667,1881.12727272727,369.959090909091,3435.25454545455,NA,NA,NA,NA,NA,NA,NA,NA,19.2318181818182,185.62,NA,NA,48.1111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5386.34090909091,305,235.040909090909,NA,5926.38181818182,0.154520629671097,0.0453381520857015,0.693809458478206,0.441317911971666,0.10026370217964,-0.108429426877675,0.183982683982684,NA,NA,12234.3636363636,2681.63636363636,35315.6363636364,8897.27272727273,5,0.694,0.8520096314,0
"18","Barbados","BRB",52,18,"BB",11.99,18.9875422297297,0.08,183773,342,420.29,NA,4.03,16018.1322350178,NA,NA,NA,NA,NA,NA,NA,26,17,282389.636363636,NA,NA,0,NA,NA,NA,NA,NA,NA,0.5,NA,NA,159.636363636364,18.0909090909091,NA,1846.45454545455,NA,NA,NA,NA,13.5454545454545,NA,NA,336.272727272727,0,0,NA,9.68181818181818,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1818181818182,2379,NA,NA,2389.18181818182,0.148797857336714,0.0565130546616574,0.668583123916995,0.495700331383403,NA,1.10546840320934,0.13030303030303,0.1,2483,6011.90909090909,164.272727272727,21750.8181818182,583.727272727273,3,0.5,0.4931393401,0.49
"19","Bangladesh","BGD",50,19,"BD",6.87666666666667,37.7631338092623,1227,84846,32477,1743.28,0.252711383333333,12.89,2763.32315196495,0.662175338682052,20.1458183333333,30.4236916666667,0.921223676228443,NA,35.55,119.48,2800,13000,149379952.818182,0.279,896116.727272727,1167242.45454545,NA,NA,NA,NA,13160,NA,94720.3636363636,NA,NA,286665.090909091,78039,NA,NA,NA,NA,NA,333079.454545455,4575.88888888889,75015.8181818182,NA,2918,50927.6363636364,NA,NA,178747.25,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359917.63636364,1601226.36363636,NA,144329.909090909,3105473.90909091,0.0503406255315456,0.0948746948342478,0.656260885347327,0.523784248501644,0.166839066854241,-0.457984810525721,0.177477689726565,0.05,130000,52711.6363636364,73366.9090909091,33877.9090909091,534029.818181818,41,0.318,0.8300998131,0
"20","Belgium","BEL",56,20,"BE",6.58,10.3933027957669,18.3,3479,2849,1755.6,0.62913937,4.91,41287.4294728844,0.938396282839343,60.981156,64.984439,0.787792886958838,NA,2.4,10.69,0.6,1.5,10972271.6363636,NA,182.727272727273,189.818181818182,157.545454545455,NA,2424.81818181818,NA,186.454545454545,13021,0.272727272727273,10.0909090909091,375.454545454545,196.090909090909,253.636363636364,2339.63636363636,71.8181818181818,NA,30,NA,NA,2009.72727272727,1090.81818181818,885.818181818182,NA,2.36363636363636,0.181818181818182,NA,NA,92,NA,NA,NA,NA,NA,NA,799.090909090909,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,220.636363636364,24144.6363636364,NA,NA,24365.2727272727,0.182435432208202,0.0565525423083879,0.647828296997437,0.543618895060331,0.0321885992505882,1.36299807375128,0.376969696969697,0.03,17,318112.272727273,185723.909090909,2127512,1161868.81818182,11,0.7,0.3974269819,0
"21","Burkina Faso","BFA",854,21,"BF",2.21,16.2739322533137,13.5,NA,NA,NA,0.0242995,13.19,1557.72834828401,0.359643351103114,1.33915,3.72355,NA,NA,16.53,22.64,NA,NA,16144198.9090909,0.434,NA,10444.4545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5836.27272727273,NA,NA,NA,NA,NA,NA,86.3636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.363636363636,16039.3636363636,NA,NA,16280.7272727273,0.0242893083917917,0.17428407579994,0.521818531611642,0.916375022005236,0.594880909943189,-0.190743578089909,0.13868198907569,NA,NA,53885.3636363636,2663.90909090909,9228.63636363636,716.818181818182,71,0.721,0.375257379,0
"22","Bulgaria","BGR",100,22,"BG",2.16666666666667,5.10644983895043,21.3,35132,11243,906.04,0.707594436363636,5.56,15623.3201395848,0.953035009288618,69.14053,72.5477336363636,0.80602569200161,0.903995914719775,0.85,1.72,3.7,8.3,7357095,0.2315,4485.43609090909,392.792454545455,2607.29154545455,71.1818181818182,5.36363636363636,NA,NA,44,14.7482727272727,3427.09090909091,0,1.90909090909091,327.272727272727,0.0909090909090909,393.181818181818,1459.11772727273,1.553,NA,31.7272727272727,98.2727272727273,0,0,21.6363636363636,0,0,NA,NA,3727.72727272727,NA,1.11090909090909,0.740909090909091,0,NA,4e-04,NA,275.561363636364,NA,3.33033333333333,0,NA,NA,NA,NA,NA,0,NA,6856.19036363636,9096.63636363636,1435.20863636364,NA,17388.0353636364,0.198551156995719,0.0474668311704069,0.659950283725126,0.515265656611956,0.0696909575151392,0.432773955843665,0.214772727272727,0.02,4,37233.2727272727,10441,77287.0909090909,35799.8181818182,11,0.226,0.5537884812,0
"23","Bahrain","BHR",48,23,"BH",NA,NA,0.116,8826,6224,1048.79,0.4807579,3.58,47825.4051512856,0.961533778571606,46.83007,48.70351,1.12954601815024,1.99659989598027,0,0,63,85,1232886.72727273,NA,NA,0,NA,NA,NA,NA,4079.54545454545,1.63636363636364,NA,42.7272727272727,2.90909090909091,531.909090909091,4784.93254545455,147.090909090909,576.818181818182,NA,NA,NA,245,29.6363636363636,2895.45454545455,228.818181818182,90.0909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010.09090909091,15.0909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,15678.5454545455,3.20527272727273,NA,15681.7507272727,0.0235188863841497,0.0715448050562057,0.778335830391548,0.284792451989449,NA,-1.20614958893169,0.0590909090909091,0.02,950,9562,8992.18181818182,24307.5454545455,20398,6,0.658,0.3071914989,0.99
"24","Burundi","BDI",108,24,"BI",NA,NA,12.54,NA,NA,NA,0.0526439,8.57,698.773280196282,0.654099255389654,4.194575,6.41275,1.26972632370921,NA,2.41,3.69,NA,NA,8991494.81818182,0.66,NA,14849.7272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611.309090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,311.4,15149.6363636364,NA,NA,15461.0363636364,0.0221228799364015,0.179221983425227,0.524834108410922,0.905363969250725,0.60097687071804,-1.10687151822177,0.317808056602138,NA,NA,1543.90909090909,40.3636363636364,1147.63636363636,221.545454545455,3,0.007,0.9203831904,0
"25","Benin","BEN",204,25,"BJ",5.5,25.034137460173,26.39,30286,3248,745.47,NA,7.34,2524.4542813152,NA,NA,NA,0.973684210526316,NA,1.75,3.95,38,260,9494736.81818182,0.364,NA,10793.7518181818,NA,NA,NA,NA,24.2727272727273,32.9,1614.90909090909,1838.18181818182,7.09090909090909,889.777777777778,5035.54545454545,104,3009.54545454545,NA,NA,NA,1322.81818181818,404.545454545455,1046.54545454545,21.3333333333333,2418.90909090909,NA,NA,NA,13682.0354545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1183.33272727273,40871.8181818182,NA,60,42066.06,0.0324534088188555,0.163764847756244,0.538121179559671,0.858317490529309,0.330909526775903,0.279300670054826,0.0898138006571742,0.05,1661,98075.8181818182,555.818181818182,51077.4545454545,586.545454545455,55,0.933,0.2132952623,0
"26","St. Barth<U+00E9>lemy","BLM",652,26,"BL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.244,0.8598726115,0
"27","Bermuda","BMU",60,27,"BM",NA,NA,NA,450347,996,306.796,0.8075433,8.21,61559.4740195937,1.06803413012928,83.268795,77.964545,0.957637155519635,NA,NA,NA,NA,NA,64976,NA,NA,0,NA,0,NA,NA,NA,NA,NA,34,38.9090909090909,2.63636363636364,123.909090909091,0.181818181818182,71.0909090909091,NA,NA,NA,NA,5.72727272727273,NA,NA,149.636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426.090909090909,NA,NA,426.090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,2051.63636363636,10.4444444444444,11949,88.3,2,0.076,0.9602194787,0.04
"28","Brunei","BRN",96,28,"BN",NA,NA,8.5,25340,6281,822.3,0.629979,3.97,77779.8165800832,0.978740895980092,62.29999,63.6532,0.923619338335486,NA,0.33,0.89,2.8,3.8,394434.090909091,NA,2.22222222222222,8.98727272727273,NA,NA,NA,NA,10.1144444444444,25.5,0.522222222222222,322,2.5,2609.09090909091,283.455454545455,184.666666666667,238.564545454545,NA,NA,1.5,NA,63.5,645.163636363636,171.5,822,88.8181818181818,59.1818181818182,NA,3.45090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1909090909091,NA,NA,NA,NA,NA,NA,NA,NA,14.3309090909091,3713.27272727273,112.574545454545,489.973636363636,4330.15181818182,0.0434464097054613,0.0790037095365002,0.715311784486214,0.397991787201253,0.0619367445270146,-0.735746459527449,0.0645161290322581,0.1,49,8860.18181818182,924.545454545455,33429.0909090909,3202,15,0.57,0.5841481594,0.97
"29","Bolivia","BOL",68,29,"BO",0.753333333333333,2.38976419583377,574,NA,NA,NA,0.3845083,6.03,5784.56901191393,0.823528758387048,34.846842,42.314056,0.724042631994538,NA,28.51,106.69,NA,NA,10213616,0.4731,88.7818181818182,6962.08181818182,550.181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689.857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1276.5,6797.45454545455,NA,NA,8073.95454545455,0.0678685548495984,0.110110582199646,0.608473613884614,0.643456638350849,0.226851323673503,-0.0349391264502298,0.303496503496504,NA,NA,10185,20,13972,27,45,0.565,0.3722695848,0.39
"30","Caribbean Netherlands","BES",535,30,"BQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8333333333333,130.333333333333,NA,NA,0.116666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.5,0.116666666666667,NA,182.242857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.707,0.7572815534,0.82
"31","Brazil","BRA",76,31,"BR",2.46333333333333,4.49786975045648,8647,3646531,357305,511.183220992774,0.3885421,6.49,14133.4292440609,1.09123844022399,40.4481981818182,37.0663245454545,0.762921942199792,0.889804645657725,261.33,604.92,1100,1300,197378599.909091,NA,28174.9090909091,369725.636363636,2448.63636363636,1650.45454545455,7343.36363636364,NA,10583.0909090909,2575.54545454545,5700.81818181818,99635.6363636364,6869.63636363636,41440.4545454545,197876,11959.9090909091,35133.0909090909,19846.1818181818,NA,NA,62.2727272727273,19865.9090909091,104647.909090909,3584.81818181818,47510.9090909091,776.363636363636,2214,3551.81818181818,183220.818181818,NA,NA,494.272727272727,NA,NA,NA,NA,10.3333333333333,NA,NA,NA,NA,NA,NA,4.09090909090909,661.111111111111,0,NA,NA,350360.545454545,771615.090909091,84926.5454545455,NA,1206902.18181818,0.0814204230202028,0.0720829954095064,0.692068303448717,0.444944082855402,0.0718526805031682,0.481266663833098,0.0905546695020379,0.45,495000,312877.909090909,47791.9090909091,1048461.72727273,253302.181818182,237,0.099,0.8979825583,0
