"","country_name_en","iso3c","iso3n","X1","iso2c","fish_supply_daily_g_protein_percap","percent_animal_protein_fish","total_renewable_water","eez_total","ifa_total","pp_eez_weighted","mean_educ","fish_relative_caloric_price","mean_gdp","mean_educ_gender_gap","mean_women_educ","mean_men_educ","mean_wage_gap_all_sectors","mean_wage_gap_fishing_sector","inland_water_min","inland_water_max","direct_w_esitimated_ssf","indirect_w_esitimated_ssf","mean_population","mean_pov_prop","mean_prod_carps_etc","mean_prod_misc_freshwater_fishes","mean_prod_salmons_etc","mean_prod_clams_etc","mean_prod_cod_etc","mean_prod_corals","mean_prod_crabs_etc","mean_prod_flounders_etc","mean_prod_freshwater_crustacea","mean_prod_herrings_etc","mean_prod_lobsters_etc","mean_prod_marine_fishes_noID","mean_prod_misc_coastal_fishes","mean_prod_misc_demersal_fishes","mean_prod_misc_pelagic_fishes","mean_prod_mussels","mean_prod_river_eels","mean_prod_sea_urchins_etc","mean_prod_shads","mean_prod_sharks_etc","mean_prod_shrimps_etc","mean_prod_squids_etc","mean_prod_tunas_etc","mean_prod_misc_marine_crustacea","mean_prod_misc_marine_molluscs","mean_prod_oysters","mean_prod_tilapias_etc","mean_prod_abalones_etc","mean_prod_brown_seaweeds","mean_prod_frogs_etc","mean_prod_green_seaweeds","mean_prod_king_crabs_etc","mean_prod_krill_etc","mean_prod_misc_plants","mean_prod_scallops_etc","mean_prod_sturgeons_etc","mean_prod_misc_aqua_inverts","mean_prod_misc_diadromous_fishes","mean_prod_pearls_etc","mean_prod_tunicates","mean_prod_sponges","mean_prod_turtles","mean_prod_red_seaweeds","mean_prod_misc_aqua_mammals","mean_prod_freshwater_molluscs","mean_pro_horeshoe_crabs_etc","mean_aquaculture_production_freshwater","mean_capture_production","mean_aquaculture_production_marine","mean_aquaculture_production_brackish","mean_total_production","mean.prop.ageing","mean.prop.underfive","mean.prop.working","age.dep.ratio","sat_model_est_pov","mean_voice_account","mean_women_parl_perc","female_particip_ssf","count_femal_particip_ssf","mean_imports_tonnes","mean_exports_tonnes","mean_imports_USD1000","mean_exports_USD1000","nb_languages_established","language_diversity","prop_pop_l1_inst","cultural_hegmony_0_low"
"62","Dominican Republic","DOM",214,61,"DO",2.61666666666667,7.60880100804498,23.5,269489,8311,307.78,0.3463849,7.25,12035.6758087751,1.17723115150257,37.371715,31.745435,0.812584778698609,NA,3.81,9.51,360,380,9811311.45454546,NA,341.990909090909,360.772727272727,NA,NA,NA,0,74.0909090909091,NA,104,175.363636363636,1687.18181818182,2167.72727272727,3958.81818181818,NA,1276.54545454545,NA,29,NA,NA,304.363636363636,475.5,70.3636363636364,1771.36363636364,NA,37.8888888888889,16.6363636363636,908.572727272727,1608.18181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,723.427272727273,13812.8181818182,640.909090909091,337.916666666667,15361.4727272727,0.0662972534896358,0.0973781122447994,0.644108946035543,0.55253238781257,0.0679230524213125,0.134321961890567,0.209167231446221,0,140,34908.5454545455,2730.54545454545,135443.909090909,9065.90909090909,4,0.04,0.9586056645,0.02
"63","Algeria","DZA",12,62,"DZ",1.28333333333333,4.56269258118038,11.67,128843,10463,473.22,0.164328,7.45,12641.2639430255,0.801019259844095,14.60957,18.238725,NA,NA,15.46,28.78,40,130,36839863.3636364,0.055,1281.16481818182,142.496181818182,NA,0,918.181818181818,1.45366666666667,NA,186.902,NA,67583.7272727273,99.6363636363636,12606,9112.25218181818,275.6,16199.7272727273,11.1440909090909,41.6873636363636,NA,NA,506.272727272727,1934.29245454545,1555,2829.09090909091,92.0909090909091,28.8181818181818,0.0950909090909091,102.236666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295.11072727273,113681.578272727,NA,486.480727272727,115463.169727273,0.0602091630095501,0.113062010824863,0.650544771233823,0.537173218844569,0.0608918758684543,-0.932479983026331,0.184541640489292,0,0,30830.2727272727,1795.90909090909,69641,8056.90909090909,18,0.36,0.3997964912,0
"64","Ecuador","ECU",218,63,"EC",2.18333333333333,6.18274494997168,442.4,1072097,35187,576.413782624147,0.37093612,4.96,9837.94524334653,0.976793590142673,36.67937,37.550789,NA,NA,9.39,17.99,120,620,15250695.7272727,0.2908,NA,1228.16909090909,1747.36363636364,185.363636363636,2719.75,NA,549.666666666667,866,94.6363636363636,76227.4545454545,0.181818181818182,908.818181818182,11382.8181818182,14689.5454545455,111338.481818182,NA,NA,4.09090909090909,NA,7091.36363636364,266690.454545455,1985.72727272727,290317,NA,NA,4.44666666666667,29250.2727272727,NA,NA,NA,NA,NA,NA,NA,0,NA,7922.2,NA,NA,NA,NA,NA,0.414545454545454,NA,NA,NA,32106.5327272727,530484.272727273,33.6945454545455,260155.727272727,822780.227272727,0.0672974658273867,0.0992454983353027,0.641075818643958,0.559877897305908,0.0910169735961113,-0.214171170172366,0.334123552454139,0.24,11616,145567.454545455,623707.545454545,167510.545454545,2613539.18181818,25,0.182,0.8604091509,0.1
"65","Estonia","EST",233,64,"EE",3.20666666666667,5.08107537104527,12.81,36512,32245,2010,0.863389090909091,7.73,25009.6944131665,1.04971238899388,88.2929418181818,84.1115554545455,NA,NA,5.4,8.29,5.8,13,1327676.72727273,0.218,1294.91863636364,3111.02545454545,1099.37181818182,NA,1591.09090909091,NA,NA,1293.72727272727,2.00227272727273,64707,NA,12.6363636363636,30.2727272727273,1428.63636363636,209.363636363636,NA,49.6636363636364,NA,NA,171.909090909091,8449.18181818182,221.454545454545,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5875,NA,45.9090909090909,NA,NA,NA,NA,693.090909090909,NA,NA,NA,704.954545454545,83041.2727272727,NA,NA,83746.2272727273,0.189063849474249,0.0548309814440498,0.651730613546336,0.534376288630338,0.111948704209441,1.14879276535728,0.212592259225923,0.03,149,48687.0909090909,119197.727272727,139231.272727273,186424.818181818,7,0.473,0.4457606902,1
"66","Egypt","EGY",818,65,"EG",6.77666666666667,21.8766813730765,57.5,260404,52338,408.306142340363,0.403778,4.4,9900.1686963608,0.699275191846399,33.14284,47.39599,0.772087945048605,0.921542811037806,22.95,33.74,760,2500,85028027.6363636,0.25225,169915.272727273,81923.5454545455,NA,NA,0,NA,3345,2451.81818181818,7085.27272727273,22852.4545454545,10,9350.54545454545,266563.636363636,2577.90909090909,18629.2727272727,NA,1478.63636363636,3.09090909090909,96.9090909090909,2445.27272727273,10477.1818181818,3151.18181818182,2798.54545454545,224.090909090909,3644.63636363636,NA,693045.909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1647.36363636364,NA,162582.818181818,364253.090909091,NA,776882.636363636,1303718.54545455,0.0507561703060217,0.125228489901203,0.616608239131434,0.621775280538934,0.0199087236054376,-1.14814287424087,0.0487292867684825,0.03,16750,341779.909090909,16879.1818181818,533759.636363636,20539.0909090909,15,0.512,0.3817874516,0
"67","Western Sahara","ESH",732,66,"EH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027440346908104,0.0997772119468327,0.689032006134839,0.451311392063705,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0
"68","Eritrea","ERI",232,67,"ER",NA,NA,7.315,78383,54887,1257.14,NA,NA,1521.14023277747,NA,NA,NA,NA,NA,3.14,3.94,7.1,48,3080307.83333333,NA,NA,0,NA,NA,NA,NA,2.5,26.8181818181818,NA,299.363636363636,0.181818181818182,0.636363636363636,2438.90909090909,NA,369.363636363636,NA,NA,NA,NA,151.545454545455,172.545454545455,21.9,561.818181818182,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54545454545455,0,NA,NA,NA,NA,NA,NA,NA,NA,4047,NA,0,4047,0.0429145688358442,0.152099532406645,0.547386891988504,0.826861429522505,NA,-2.17518821629611,0.22,0.28,1075,57.8181818181818,70.4444444444444,196.909090909091,529.181818181818,15,0.672,0.5623958943,0
"69","Spain","ESP",724,68,"ES",12.74,16.6434419090751,111.5,1020839,76582,481.975141232849,0.44879971,5.11,32904.7353967051,0.951322179096934,43.789573,46.030224,0.775001209235251,NA,20.83,37.91,61,140,46187604,NA,35.6826363636364,2650.68572727273,20572.3401818182,12581.1602727273,146321.947090909,5.53636363636364,2416.39609090909,26651.7634545455,1500.05818181818,80293.3636363636,1115.18181818182,41773.4394545455,75537.4153181818,54007.3636363636,110452.413181818,203968.223363636,477.780090909091,610,189.909090909091,76692.0909090909,8925.13536363636,47464.8897272727,303099.363636364,1539.09090909091,48.8526363636364,2130.36372727273,3.24254545454545,315.267272727273,155.586727272727,NA,6.96690909090909,0,0,300.102727272727,383.105,89.5941363636364,35.6475454545455,NA,NA,NA,0.227272727272727,NA,534.548363636364,NA,NA,NA,19205.7000454545,952890.763636364,246165.944227273,3625.12236363636,1221887.53027273,0.185595444932427,0.0479370339731245,0.667407153690266,0.498335752727166,0.0361128420497701,1.07222147421403,0.372727272727273,0.09,630,1619453.72727273,1032238.54545455,6718660.72727273,3666890.72727273,15,0.276,0.6920405154,0.15
"70","Ethiopia","ETH",231,69,"ET",0.143333333333333,2.2466039707419,122,NA,NA,NA,0.07846325,23.49,1183.03820010632,0.462010988585271,5.06848,10.970475,0.682667173613421,NA,39.44,55.76,NA,NA,90521778.2727273,0.2655,5067.72727272727,8696.90909090909,2.20909090909091,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,14644.5454545455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8454545454545,28365.5454545455,NA,NA,28411.3909090909,0.0343058841632406,0.154049868962151,0.542279122886871,0.844068778964623,0.752326784494267,-1.32020567763935,0.276514588627748,NA,NA,1035.81818181818,778.454545454545,2378.81818181818,499.909090909091,90,0.862,0.7645398861,1
"71","Finland","FIN",246,70,"FI",9.36666666666667,11.3700736424699,110,81522,68963,1957.04,0.70751811,10.29,40160.6522043864,1.00605683324821,70.958941,70.531742,0.802132007248376,NA,53.19,71.93,47,110,5386197.36363636,NA,7168.63636363636,23533.4636363636,22364.6427272727,NA,765.727272727273,NA,NA,59.2727272727273,227.363636363636,124176,NA,NA,NA,NA,NA,NA,10.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2192.19727272727,165119.181818182,NA,10994.6363636364,178306.015454545,0.200094762658714,0.052891908707034,0.637297666893204,0.569125468283843,0.0747022070078762,1.5345204743472,0.412727272727273,0.03,1181,107138.090909091,56900.8181818182,412913.636363636,50400.6363636364,12,0.172,0.4009635727,0
"72","Fiji","FJI",242,71,"FJ",9.64,23.9324726911619,28.55,1281703,43264,263.236,0.3770954,4.19,9234.81735889244,0.980889445998034,37.34201,38.06954,0.948888947655723,NA,2.4,4.4,37,3.4,856771,0.346,NA,63.3333333333333,NA,322.272727272727,NA,434.363636363636,255.090909090909,NA,245.727272727273,20.9090909090909,183.090909090909,20836.6363636364,3321.54545454545,0,1033.81818181818,0,NA,150.727272727273,NA,488.333333333333,6.59090909090909,61.8181818181818,14972.3636363636,90.3636363636364,0,NA,224.181818181818,NA,NA,NA,148.636363636364,NA,NA,NA,NA,NA,177.545454545455,35.2727272727273,28.4569090909091,NA,NA,0,602.727272727273,NA,2102.72727272727,NA,208.363636363636,44603.9090909091,0.911454545454545,8.5,44821.6841818182,0.0520304278288596,0.104111382215181,0.655106331821385,0.526469752199939,0.264415825812875,-0.493586470626972,0.153333333333333,0.46,17020,56319.2727272727,29140.1818181818,90723.1818181818,71736,10,0.632,0.5374003633,0.99
"73","Falkland Islands","FLK",238,72,"FK",NA,NA,NA,549974,50839,900.14,NA,NA,NA,NA,NA,NA,NA,NA,0.72,1.54,NA,NA,NA,NA,NA,NA,1,NA,11733.7272727273,NA,NA,NA,NA,12.2727272727273,1,159.545454545455,6134.54545454545,8585.72727272727,12.6363636363636,0.272727272727273,NA,NA,NA,1177.18181818182,NA,46680.9090909091,0.818181818181818,NA,NA,0.181818181818182,NA,NA,NA,NA,NA,29,NA,NA,5.63636363636364,NA,453.181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74987.2727272727,0.363636363636364,NA,74987.6363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.7272727272727,61931.5454545455,257.727272727273,164419.363636364,NA,NA,NA,NA
"74","Micronesia (Federated States of)","FSM",583,73,"FM",NA,NA,NA,2992415,16587,242.44,NA,NA,3238.63345362316,NA,NA,NA,NA,NA,NA,NA,38,3.5,105425.636363636,0.412,NA,5,NA,0,NA,NA,5,NA,NA,NA,20,7400,NA,NA,NA,NA,NA,NA,NA,398.375,0,20,33126.7272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,150,NA,NA,0,0,NA,NA,NA,NA,41016.4545454545,0,0,41016.4545454545,0.0368419224972957,0.111241061786338,0.630890309135946,0.585061595524552,NA,1.07881940494884,0,NA,NA,1872.36363636364,23649.2727272727,6777.18181818182,38822.1818181818,18,0.751,0.5450156206,0.97
"75","Faroe Islands","FRO",234,74,"FO",NA,NA,NA,267833,18420,449.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47891,NA,NA,0,60556,NA,275141.909090909,NA,112,4182.18181818182,NA,72247.3636363636,46.5454545454545,58.6363636363636,686.363636363636,24445.6363636364,103718.181818182,NA,NA,0,NA,519.636363636364,5781.81818181818,77.7272727272727,0.181818181818182,NA,NA,NA,NA,74.3636363636364,NA,NA,NA,NA,NA,NA,4409.09090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491501.636363636,60556,NA,552057.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,45504,384444.181818182,46405.6363636364,852546,2,0,1,0
"76","France","FRA",250,75,"FR",8.52666666666667,10.9274210773634,211,3581411,122145,408.682608241556,0.64285908,4.56,37347.0632029587,0.905645026106137,61.261156,67.643673,0.824122647870343,NA,23.37,57.15,34,76,65302986.9090909,NA,7297.36363636364,1286.09090909091,33291.3636363636,9896.65454545454,97596,9.88181818181818,10646.4545454545,19459.8909090909,23.4285714285714,57749,5098.81818181818,2956.98181818182,20845.6818181818,41721.2727272727,29422.8181818182,72455.6909090909,472.636363636364,63,43.7272727272727,17148.5454545455,717.427272727273,19771,104134.636363636,75.8181818181818,17,87250.0181818182,NA,12645.2727272727,34457.6545454545,3.125,0,26.1818181818182,0,4995.07272727273,28911.5454545455,292.236363636364,4.09090909090909,122,547.818181818182,5.72727272727273,0.263636363636364,NA,1.76363636363636,NA,NA,NA,40263.2909090909,476699.145454545,164982.772727273,54.8818181818182,682000.090909091,0.188288662849473,0.0595038250645779,0.630098309597467,0.587053932328181,NA,1.20622757348147,0.215907649859546,0.03,300,1129494.36363636,370700.090909091,6007065.18181818,1770746.63636364,23,0.252,0.546679489,0
"77","Gabon","GAB",266,76,"GA",9.69666666666667,18.7750096811669,166,191944,33210,1647.58,NA,3.23,14868.365446046,NA,NA,NA,NA,NA,8.77,17.03,6,20,1700462,NA,NA,8572.90909090909,NA,NA,NA,NA,62.0909090909091,458.454545454545,5.875,8011.81818181818,16.5454545454545,2848.27272727273,10345.8181818182,46.6666666666667,1034,NA,NA,NA,NA,262.181818181818,410.272727272727,446.727272727273,125.909090909091,NA,NA,NA,2329.72727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.25,NA,NA,NA,NA,89.9090909090909,34856.2727272727,NA,NA,34946.1818181818,0.0374919849850098,0.144329551621775,0.592408539786576,0.688024281959651,0.203998426198464,-0.91366536508907,0.149293295935764,0.05,125,16298.3636363636,1770.36363636364,33696.4545454545,5340.36363636364,43,0.846,0.01821307845,0
"78","United Kingdom","GBR",826,77,"GB",5.30333333333333,8.38294957584699,147,5204986,321342,396.571551142116,0.756385466666667,4.85,38346.1594380721,0.943457579094718,73.489985,77.8943183333333,0.667520491249222,NA,18.65,42.25,12,26,63221483.7272727,NA,166.245454545455,7.69181818181818,169197.151181818,9476.95818181818,131715.154545455,NA,30993.6363636364,30628.9454545455,0.0909090909090909,102540.727272727,38816,532.545454545455,4283,24055.5454545455,192115.454545455,29445.8818181818,422.768181818182,0.818181818181818,1.90909090909091,5314.81818181818,1203,10240,1019.72727272727,0.454545454545455,0.363636363636364,1698.07554545455,77.2818181818182,15966.6363636364,0,NA,NA,6,0.181818181818182,NA,38375.6563636364,0.0909090909090909,0.545454545454545,8.63636363636364,NA,NA,0,NA,NA,NA,NA,NA,11859.1675454545,642995.090909091,183457.551909091,0.181818181818182,838311.992181818,0.177324315991625,0.0604301787371832,0.64691366867783,0.545801315411702,0.0624997291573419,1.31494888392362,0.226352835627691,0.02,240,857614.363636364,732539.818181818,4152829.72727273,2483673.09090909,11,0.154,0.6753969017,0.08
"79","Grenada","GRD",308,78,"GD",8.55666666666667,17.3810007448033,0.2,26133,1902,938.11,NA,4.07,11932.113533024,NA,NA,NA,NA,NA,NA,NA,6.4,6.7,107161.363636364,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0.272727272727273,21.0909090909091,12.6363636363636,426.636363636364,NA,439.727272727273,NA,NA,0,NA,16.1818181818182,NA,0.454545454545455,1515.18181818182,NA,NA,NA,NA,18.0909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81818181818182,11.75,NA,NA,NA,NA,2452.09090909091,NA,NA,2452.09090909091,0.0972360226731806,0.0818712585201706,0.666153161233739,0.501156277856529,NA,0.776795398105275,0.23030303030303,0.1,414,841.818181818182,740.545454545455,3333.09090909091,5541.81818181818,4,0.064,0.008130081301,0.99
"80","Georgia","GEO",268,79,"GE",2.1,6.80860261536799,63.33,22947,2529,1026.8,0.9214749,NA,9061.28601952571,0.979623054953581,91.28975,93.18865,0.586683275348464,0.663156680264359,1.75,3.45,1.8,1.2,3778658.72727273,0.309272727272727,264.363636363636,146.727272727273,100.545454545455,NA,46.3636363636364,NA,NA,0.666666666666667,NA,25684.2727272727,NA,195.818181818182,31.8181818181818,78.2727272727273,4721.81818181818,NA,NA,NA,0,2,NA,0,44,NA,NA,NA,NA,421.454545454545,NA,NA,NA,NA,NA,NA,NA,24.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.545454545455,31247,20,NA,31758,0.146143709035512,0.0675056135606811,0.663383782529751,0.507423042792206,0.144926230882748,0.0675990412181076,0.0965975534871596,0.02,30,22007.7272727273,15400.0909090909,39771.5454545455,12506.2727272727,19,0.55,0.5177036916,0
"81","French Guiana","GUF",254,80,"GF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,5.15,NA,NA,NA,NA,4.54545454545455,39.1818181818182,NA,NA,NA,NA,NA,3.875,3.28571428571429,NA,NA,66.3636363636364,2268.45454545455,116.909090909091,16.3636363636364,NA,NA,NA,38.75,67.9090909090909,1197.18181818182,NA,16.9090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1818181818182,3816.72727272727,NA,NA,3826.90909090909,0.0472363625317273,0.121999168255297,0.618630164069549,0.616474685653343,NA,1.11680492758751,NA,NA,NA,NA,NA,NA,NA,13,0.549,0,0
"82","Guernsey","GGY",831,81,"GG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.007,0.9964923469,0
"83","Ghana","GHA",288,82,"GH",7.96333333333333,34.9729175816132,56.2,225661,20613,686.45,0.2056398,4.66,3750.62551930091,0.538859593863757,14.6786,27.24012,0.721658764510986,NA,13.81,23.65,170,540,25400437.1818182,0.238,NA,89274.7272727273,NA,NA,91.3636363636364,NA,529.909090909091,1536.90909090909,NA,72038.4545454545,100.454545454545,7817.90909090909,37869.1818181818,4189,36426.7272727273,NA,NA,NA,5342.81818181818,5395.45454545455,1425.36363636364,2863.54545454545,74731.6363636364,NA,NA,NA,21209.0909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22154.3636363636,338685.454545455,NA,10,360842.545454545,0.0299405062262747,0.140288357346194,0.588028335515828,0.700598320866263,0.149181199873321,0.501092661510814,0.0980528396089036,0,0,302140.363636364,27446.3636363636,221315.090909091,76846,81,0.858,0.5539572275,1
"84","Gibraltar","GIB",292,83,"GI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33617.3636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.511,0.8983050847,0.38
"85","Greenland","GRL",304,84,"GL",NA,NA,NA,2278113,186552,426.027,0.389129133333333,NA,NA,1.11013668771013,41.1109666666667,37.0323466666667,NA,NA,NA,NA,NA,NA,56514.8181818182,NA,NA,0,37.1818181818182,NA,34540.3636363636,NA,2190.36363636364,35530.2727272727,NA,9026,NA,65.5454545454545,NA,15137.6363636364,33313.9090909091,NA,NA,NA,NA,13.0909090909091,114806.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245411.909090909,NA,NA,245411.909090909,NA,NA,NA,NA,0.0334275396523059,NA,NA,NA,NA,1081.54545454545,148477.181818182,5865.54545454545,407026.818181818,3,0.196,1,0
"86","Gambia","GMB",270,85,"GM",7.74333333333333,33.0346985210466,8,22650,4107,1367.93,0.2274181,2.04,2175.80775335105,NA,0,0,0.461913093670521,NA,1.22,3.11,31,100,1857269.36363636,0.4835,NA,3187.54545454545,NA,NA,NA,NA,54.2727272727273,906.090909090909,NA,20215.0909090909,48.8,1108.72727272727,13087.7272727273,292.3,3005.18181818182,NA,NA,NA,NA,470.090909090909,1499.09090909091,594.090909090909,4.54545454545455,NA,NA,20,1100.54545454545,377.428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.90909090909091,45768.8181818182,NA,24.5454545454545,45803.2727272727,0.0261435301968115,0.17389542542873,0.528526143055903,0.892053994184784,0.290367524449228,-1.0475208894773,0.0891938250428816,0.05,1560,2563,2421.63636363636,677,2991,11,0.776,0.5233167506,1
"87","Guinea","GIN",324,86,"GN",3.16,21.7132386623912,226,109439,17556,965.3,0.09118835,5.11,1726.49195302916,0.282550616573518,4.163745,14.73628,NA,NA,2.75,6.06,82,560,10455258.1818182,0.541,NA,18130.1818181818,NA,NA,NA,NA,NA,355.090909090909,NA,53277.0909090909,NA,14074.4545454545,24196.4545454545,976,1954.4,NA,NA,NA,NA,896.454545454545,NA,NA,6903,NA,NA,NA,160.909090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200.181818181818,119658.909090909,NA,NA,119859.090909091,0.0295831501798324,0.167010039798249,0.522891251948871,0.912443545905374,0.299738791440505,-0.958197355270385,0.208771929824561,0.05,4127,1685.36363636364,9534,1663.81818181818,8429.81818181818,38,0.748,0.6174173404,0
"88","Guadeloupe","GLP",312,87,"GP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7.026,NA,NA,3509.27272727273,6.42727272727273,NA,1356.81818181818,NA,NA,NA,NA,NA,NA,NA,0,130,NA,NA,2.71111111111111,194.818181818182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,9.24418181818182,5190.90909090909,6.42727272727273,NA,5206.58054545455,0.16568591329378,0.0606337075969635,0.629909282421134,0.587530185547317,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0.083,0.009343402022,0
"89","Equatorial Guinea","GNQ",226,88,"GQ",NA,NA,26,308275,11649,933.11,NA,2.3,32435.2947692556,NA,NA,NA,NA,NA,1.37,2.74,7.6,25,992067.363636364,0.768,NA,979,NA,NA,59,NA,NA,132.818181818182,NA,3604.90909090909,16.3333333333333,462.181818181818,282,183.454545454545,131.727272727273,NA,NA,NA,28,86.9090909090909,NA,13.6666666666667,1431.72727272727,18.4444444444444,8.875,NA,4.27272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09090909090909,NA,NA,NA,NA,10.5454545454545,7168.90909090909,NA,NA,7179.45454545455,0.0260125154826215,0.150206110678938,0.597956389680131,0.672362763001724,0.185196101619055,-1.91854631900787,0.151019283746556,0.05,380,8793.36363636364,23.8181818181818,21945.8181818182,54.8181818181818,14,0.284,0.3704766821,1
"90","Greece","GRC",300,89,"GR",5.20666666666667,8.41821611425492,68.4,493708,72449,369.830872742593,0.543202385714286,8.02,27846.035063082,0.927959288453438,52.3526685714286,56.4169885714286,0.86272187383939,NA,NA,NA,35,78,10998129.2727273,NA,637.309090909091,316.515454545455,2365.71545454545,435.308181818182,5262.36363636364,1.58181818181818,647.290909090909,811.175454545454,19.4545454545455,20787.7272727273,670.090909090909,8060.52636363636,105022.123454545,1929.18181818182,5836.72727272727,20400.0454545455,388.909090909091,NA,1583.81818181818,831.727272727273,3516.3,6285,3120.09090909091,41.8181818181818,2.16363636363636,53.7554545454545,NA,NA,NA,0,NA,NA,NA,139.166666666667,10.9090909090909,3.89090909090909,NA,NA,NA,NA,3.68181818181818,NA,NA,NA,NA,NA,2739.17545454545,74910.3545454546,110459.343636364,936.328,189045.201636364,0.207523984025775,0.0448058748446314,0.648240396220204,0.54263758604193,0.0380938319176844,0.766419296914881,0.18,0.07,321,214317.545454545,126205.181818182,671599.727272727,696947.181818182,17,0.123,0.5972135943,0
"91","South Georgia & South Sandwich Islands","SGS",239,90,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
